7000018.5	2.5520494	-178.22914
4763426	23.589741	-291.93994
3241463.8	87.240349	-474.66669
2205788	251.46834	-591.74695
1501011.4	460.96274	-731.42212
1021424.1	758.70892	-789.28149
695071.25	1034.9016	-706.02893
472990.28	1146.2546	-571.25372
321862	1263.8918	-507.94751
219028.36	1294.7488	-541.72144
149040.61	1332.2091	-606.56195
101423.32	1325.2767	-831.547
69013.508	1534.5187	-1171.155
46967.781	1857.2565	-1511.3607
31955.168	2521.1494	-1888.4001
21748.811	3187.2976	-1903.8435
14799.215	3861.2161	-1786.1185
3173.9846	4855.6191	-1163.312
2159.3123	5003.6846	-867.69244
1469.5302	5127.0825	-690.83765
999.68164	5092.4873	-465.44672
