7000018.5	8.9930277	-193.16959
4763426	26.207146	-309.15311
3241463.8	78.532173	-492.87628
2205788	248.20906	-593.30719
1501011.4	469.82666	-737.19702
1021424.1	756.42871	-799.95239
695071.25	1107.4418	-762.64484
472990.28	1218.4437	-616.6037
321862	1272.7982	-509.39545
219028.36	1290.157	-531.48926
149040.61	1327.6785	-645.40271
101423.32	1333.0636	-880.05298
69013.508	1548.353	-1209.3165
46967.781	1984.172	-1543.2407
31955.168	2571.8108	-1876.4741
21748.811	3292.5857	-1984.4181
14799.215	3886.4946	-1690.5394
3173.9846	4839.7051	-1160.2273
2159.3123	4966.5269	-805.61884
1469.5302	5035.5054	-658.13879
999.68164	5123.7007	-463.16238
